bar_index,engine_state,resolver_state,category,reason_code
22876,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22877,RANGE,DISPLACEMENT,B,False-positive narrative from pipeline flags / sticky dwell 
22878,RANGE,DISPLACEMENT,B,False-positive narrative from pipeline flags / sticky dwell 
22880,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
22881,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
22882,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22884,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22886,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22890,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22914,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22916,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22917,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22927,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22928,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22929,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22935,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22936,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22937,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22938,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22939,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22940,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22941,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
22957,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22988,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22990,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22991,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22992,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
22993,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23002,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23012,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23013,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23014,RANGE,DISPLACEMENT,B,False-positive narrative from pipeline flags / sticky dwell 
23016,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
23017,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
23018,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
23031,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23032,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23035,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23036,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23038,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23039,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23040,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23041,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23042,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23045,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23047,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23048,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23049,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23053,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23054,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23057,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23059,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23060,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23062,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23080,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23081,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23092,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23094,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23104,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23105,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23108,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23109,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23110,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23120,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23121,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23122,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23123,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23124,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23125,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23127,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23128,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23130,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23134,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23135,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23136,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23137,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23143,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23144,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23160,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23161,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23162,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23163,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23164,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23165,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23166,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23168,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23169,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23170,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23177,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23178,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23182,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23186,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23189,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23196,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23197,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23198,RANGE,DISPLACEMENT,B,False-positive narrative from pipeline flags / sticky dwell 
23200,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
23201,RANGE,SHADOW_PENDING,B,False-positive narrative from pipeline flags / sticky dwell 
23208,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23209,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23210,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23236,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23237,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23240,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23241,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23244,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23245,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23253,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23279,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23280,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23281,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23287,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23288,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23289,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23294,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23301,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23312,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23313,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23314,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23319,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23320,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23321,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23324,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23325,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23326,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23328,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23329,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23334,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23336,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23337,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23338,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23339,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23340,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23341,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23342,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23352,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23353,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23354,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23355,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23356,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23357,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23360,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23361,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23375,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23376,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23377,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23388,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23389,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23396,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23397,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23401,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23402,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23403,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23404,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23405,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23407,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23408,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23409,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23431,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23432,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23433,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23441,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23443,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23446,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23448,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23449,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23450,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23454,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23461,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23462,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23465,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23470,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23478,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23481,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23485,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23486,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23490,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23491,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23494,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23513,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23514,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23534,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23536,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23537,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23538,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23547,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23548,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23549,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23558,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23559,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23562,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23564,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23565,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23566,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23579,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23580,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23581,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23586,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23592,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23593,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23604,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23605,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23606,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23607,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23610,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23615,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23616,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23617,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23619,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23620,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23621,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23623,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23624,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23625,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23629,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23630,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23632,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23634,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23635,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23636,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23637,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23664,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23665,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23666,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23667,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23668,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23669,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23676,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23677,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23678,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23681,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23682,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23699,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23700,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23701,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23705,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23706,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23718,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23719,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23720,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23721,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23723,SHADOW_PENDING,RANGE,B,SHADOW_PENDING timing depends on HTF-reset displacement memo
23724,EXPANSION,RANGE,B,EXPANSION long-dwell requires prior DISPLACEMENT/shadow entr
23736,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23737,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23738,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23741,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23745,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23797,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23815,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23816,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23817,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23818,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23819,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23822,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23824,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23825,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23826,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23841,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23853,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23856,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23857,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23858,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23870,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23871,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23872,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23873,DISPLACEMENT,RANGE,B,DISPLACEMENT entry requires engine-aligned SWEEP funnel + sa
23877,SHADOW_PENDING,RANGE,B,SHADOW_PENDING timing depends on HTF-reset displacement memo
23888,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23889,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23890,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23892,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23893,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23900,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23901,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23916,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23917,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23924,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23925,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23933,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23936,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23937,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23940,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23941,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23960,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23961,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23962,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23964,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23965,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23966,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23973,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23974,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23977,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23984,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23985,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23992,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23993,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23997,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23998,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
23999,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24000,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24001,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24002,RANGE,SWEEP,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24004,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24005,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24013,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24033,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24044,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
24045,SWEEP,RANGE,B,SWEEP detector geometry: engine HTF-range sweep vs pipeline 
