script_path,script_name,folder,intent,status_hints,claim_class_or_authority,primary_inputs,primary_outputs,related_episode_or_id,last_mtime,notes
scripts/research/crt_parity_classifier.py,crt_parity_classifier.py,research,"CRT Semantic Parity — Mismatch Classifier (pure, F-069 program) ================================================================= READ-ONLY / PURE. No repository imports, no file I/O, no network. Every function here is a deterministic transform over its arguments only, so it can be driven with synthetic inputs in tests (E-001: a test that cannot fail is not enforcement) and reused unchanged by the Phase-2 vision root-cause classifier (same taxonomy shape, different category codes).",READ-ONLY; Research only; Parity; parity,,dataclasses,,Phase-2; phase error; CRT; crt,2026-08-20T14:31:35+05:30,
scripts/research/crt_parity_report.py,crt_parity_report.py,research,"CRT Semantic Parity — Report Generator (F-069 program) ========================================================= Research-only. Consumes the Stage-A sweep ledger/iterations produced by crt_parity_sweep.py, classifies every off-diagonal confusion-matrix cell of the best anti-Simpson-safe candidate via crt_parity_classifier.py, and emits the CRT Semantic Parity Report (baseline, tuning history, best configuration, state-by-state agreement, classified remaining mismatches, determination). Never invents a classification: every cell present in the confusion matrix of the selected candidate is ru...",Research-only; Parity; parity,,configs/formulas/market_crt_states.yaml,results/analysis/crt_parity_sweep,CRT,2026-08-05T17:25:15+05:30,
scripts/research/crt_parity_sweep.py,crt_parity_sweep.py,research,"CRT Semantic Parity — Sweep Driver (F-069 program) ===================================================== Research-only. Determines whether CRTStateResolver can reproduce BacktestRunner's semantic CRT-state decisions through configuration tuning alone (Stage A: resolver-only) and, as a separately-labeled one-way diagnostic, how sensitive the residual is to engine-side thresholds (Stage B). NEVER writes to a tracked config path — every candidate config is materialized under a content-addressed scratch tree and path-confinement is asserted before every write.",frozen; Research-only; Parity; parity,,dataclasses; Config/production,a,CRT; crt; XAUUSD,2026-08-05T16:58:08+05:30,
scripts/research/crt_range_rebuild_probe.py,crt_range_rebuild_probe.py,research,"CRT range-rebuild edge probe (OBSERVATION_ONLY, research shadow) ================================================================ Classifies residual SWEEP↔RANGE disagreement after B1 by comparing: 1. Engine-like active_range reconstructed from OHLCV + RESET events (mirrors crt_engine_v2: buffer append → on RESET rebuild from candle_buffer[-atr_period:] → detect_sweep geometry) 2. CRTStateResolver range memory (h_ref/l_ref) after B1 htf_range path Does NOT modify production spine, FeaturePipeline, or market_crt_states defaults.",probe; shadow; parity,Authority: research,dataclasses; data/mt5/XAUUSD_M15.csv,results/run_20260805_105350_XAUUSD/XAUUSD_events.jsonl,shadow; CRT,2026-08-19T00:32:16+05:30,
scripts/research/crt_resolver_economic_comparison.py,crt_resolver_economic_comparison.py,research,"CRT Resolver vs Engine — Economic Comparison (F-069 follow-up, relaxed trigger) ================================================================================== READ-ONLY / observe-only w.r.t. `src/`. Grants no authority to modify CRTStateResolver, the CRT engine, or any production config regardless of the numbers below (§6.5 Authority Ladder).",READ-ONLY; frozen,,docs/current-findings.md,,CRT,2026-08-06T19:20:50+05:30,
scripts/research/crt_state_confusion_matrix.py,crt_state_confusion_matrix.py,research,"CRT State Resolver — Bar-aligned Confusion Matrix ================================================= Transition-parity instrument (research only, no production authority). Compares the config-driven CRTStateResolver against a reconstructed engine state timeline derived from a CRT backtest events.jsonl. WHY THIS EXISTS --------------- Aggregate dwell counts hide *where* the resolver first diverges from the engine.",research only; parity,,dataclasses; data/mt5/XAUUSD_M15.csv,1; results/run_20260724_104845_XAUUSD/XAUUSD_events.jsonl; results/run_20260724_104845_XAUUSD/XAUUSD_summary.json,CRT,2026-09-05T17:05:12+05:30,
scripts/research/crt_state_window_trace.py,crt_state_window_trace.py,research,"Per-bar ENGINE vs RESOLVER state trace over named bar windows, with divergence causes. WHY THIS EXISTS --------------- `crt_state_confusion_matrix.py` already computes the aligned per-bar engine/resolver series and `crt_parity_classifier.py` already holds the divergence taxonomy, but the confusion matrix's JSON payload writes AGGREGATES only (counts, matrix, top confusions). Nothing exposes the per-bar pair, which is what a traced diagram — or any human wanting to look at one specific bar — actually needs.",parity,,,,,2026-08-22T01:12:14+05:30,
scripts/research/crt_variant_surface.py,crt_variant_surface.py,research,"CRT Resolver Variant Comparison Surface (N parallel streams) ============================================================= Wiring-phase instrument. Emits N labelled parallel resolver output streams against ONE fixed engine timeline, and attributes disagreement PER CRT STATE and PER CAUSE -- never a bare agreement scalar. WHY THIS EXISTS ---------------- The wiring phase links built-but-unconsumed resolver capability.",frozen; shadow; parity,,dataclasses,,phase instrument; phase links; shadow; CRT,2026-08-20T14:44:50+05:30,
scripts/research/diagnose_gaussian_pivotality.py,diagnose_gaussian_pivotality.py,research,"diagnose_gaussian_pivotality.py — does the Gaussian channel change ANY trade? (F-060 Part B) CONTEXT. The live Gaussian channel is an UNPARAMETERIZED kernel: `exp(-x^2/2)` over 3 of 38 features, with mu=0/sigma=1 forced because no `models/gaussian_registry.json` entry carries those keys (F-060; floor `tests/test_gaussian_live_parameterization.py`).",MEASURE-ONLY,,,,Phase-5; CRT; BNBUSDT,2026-07-22T01:28:18+05:30,
scripts/research/diagnose_zone_inertness.py,diagnose_zone_inertness.py,research,"diagnose_zone_inertness.py — WHY is the zone cluster inert on the live spine? (mechanism behind F-036) F-036 proved top_k is inert (ΔG001 ≡ 0) but left the MECHANISM open. Zone reaches an entry decision ONLY through the engine_runner fusion veto (CRT proposes; config use_bitnet=false → CRT itself ignores zones), via two channels: • SCORE channel — fusion_engine.weight_zone_gate (the weighted-average contribution) • DIRECTION channel — engine_runner.zone_cluster_threshold (zone ""passed"" → BUY vote / abstain) ABLATION-FIRST (decisive, deterministic).",MEASURE-ONLY; parity,,,,PHASE 2; phase2; CRT; BNBUSDT,2026-07-20T20:14:16+05:30,
scripts/research/dimensional_mix_shadow_diagnostic.py,dimensional_mix_shadow_diagnostic.py,research,"dimensional_mix_shadow_diagnostic.py — measure the FM-022/023 -> FM-030/031 correction on the spine. WHAT THIS IS ------------ A book-level A/B of the production CRT spine under the two registered normalization bases: LEGACY configs/production/v2_multi_2026_04.json feature_pipeline.normalization_basis = ""atr_relative"" -> FM-022 ema_spread = (ema_fast-ema_slow)/atr, FM-023 momentum_score = close_delta/atr CORRECTED configs/production/v2_multi_dimfix_shadow_2026_07.json = ""atr_absolute"" -> FM-030 /(atr*close), FM-031 /(atr*close) The two production configs differ in EXACTLY that one value (ve...",shadow; NO economic; no economic,no economic claim,,,shadow; CRT; FM-030; BNBUSDT,2026-07-22T19:15:03+05:30,
scripts/research/discover_zones.py,discover_zones.py,research,"discover_zones.py ================= Pipeline B (Research) — clusters opportunity records into ""zones"" of similar market context, producing a simple zone registry consumable by the runtime zone-gate engine. Pure-stdlib KMeans (lightweight; uses only numpy if present, else nested Python loops). LLM-tunable hyperparameters: --n-clusters integer number of zones (default 8) --min-samples drop clusters with fewer than this many points (default 15) --feature-weights comma-separated weight per CANONICAL_FEATURE_ORDER position (default: uniform 1.0) Reads `logs/opportunities_*.jsonl` (one record per...",,,logs/opportunities_*.jsonl,,,2026-08-02T08:49:42+05:30,
scripts/research/e1_retest_depth_max_probe.py,e1_retest_depth_max_probe.py,research,"e1_retest_depth_max_probe.py ============================= Phase E1 of the ""CRT single source of truth"" plan (2026-08-31 session). Isolated, un-confounded probe of `thresholds.retest_depth_max` at exactly the 3 values the E1 adjudication needs to compare: 0.08 (current market_crt_states.yaml value / what the resolver reads today), 0.15 (what crt_engine_v2 actually runs, per Phase A's census), and 0.25 (the bare CRTConfig code default). Research-only (CLAUDE.md Section 6.5 Authority Ladder) -- this measures the resolver's semantic parity against the ENGINE, it does not touch or gate any prod...",probe; Research-only; parity,,,its; results/analysis/crt_parity_sweep/ledger.jsonl; results/analysis/e1_retest_depth_max_probe/; results/analysis/crt_parity_sweep/iters/iter_00{18,Phase E1; Phase A; CRT,2026-08-31T11:23:08+05:30,
scripts/research/edge_attribution_study.py,edge_attribution_study.py,research,"edge_attribution_study.py — Edge Attribution + Survivability Study (research / measure-first). Answers: *where does the DURABLE edge come from?* For every feature, and for the Top-10 pairwise interactions, rank by a gauntlet a feature must pass to deserve capital: Predictive (Spearman + mutual information + permutation importance) Useful (drop-column / leave-one-out marginal contribution — unique info, not a passenger) Durable (temporal x cross-instrument survivability) Robust (coverage gate: activation rate + edge-support N — no tiny-N mirages) Edge Score = Importance x Survivability x Mar...",READ-ONLY; DESCRIPTIVE_ONLY,DESCRIPTIVE_ONLY,data/logs; config/spine,results/edge_attribution/edge_attribution.json,Phase 2; BNBUSDT,2026-06-03T01:22:47+05:30,
scripts/research/emit_bar_structure_snapshots.py,emit_bar_structure_snapshots.py,research,emit_bar_structure_snapshots.py — produce the per-bar BarStructureSnapshot stream. CH-v3-unified-market-structure-v1. SEM-035.,no economic,no economic claim,data/mt5/<INSTRUMENT>_M15.csv; data/mt5/{args.instrument}_M15.csv,,SEM-035; XAUUSD,2026-08-29T01:03:51+05:30,
scripts/research/emit_dual_construction_trace.py,emit_dual_construction_trace.py,research,"emit_dual_construction_trace.py — run both v4 dual-construction emitters, proven neutral. Part of the 2026-09-03 TV-forensic / Dataset-Identity / Constructor-Trace comparison plan (Phase 3, live drill). Thin CLI wrapper: mechanics live in `src/utils/isolated_config_root.py` (reused, following `scripts/research/emit_bar_structure_snapshots.py`'s own precedent) and the comparison logic is imported from `scripts/analysis/v3_config_parity.py::compare` rather than reimplemented a second time.",frozen; parity,,data/mt5/XAUUSD_W2026-07-06-to-2026-08-07.csv,,Phase 3; XAUUSD,2026-09-03T16:12:19+05:30,
scripts/research/erp_synth_4h_trace.py,erp_synth_4h_trace.py,research,erp_synth_4h_trace.py — intentional synthetic 4h M15 OHLCV + intended-vs-produced trace. DESIGN (not random): - Warmup: 32 x M15 bars of a tight range around 100.00 (for ATR / feature windows). - Event window: exactly 16 x M15 bars = 4.0 hours of scripted market structure.,,,dataclasses; data_ingestion.ohlcv_schema; data/synthetic/erp_4h_m15/,,CRT,2026-07-14T19:32:32+05:30,
scripts/research/execution_planner_replay.py,execution_planner_replay.py,research,"execution_planner_replay.py — split the RETEST->EXECUTION edge into Selection vs SL/TP (measure-only). The gate-contribution study showed the entire +0.584R edge appears at the RETEST->EXECUTION gate, but that jump conflates two things: (a) *which* retest candles are selected (session/zone/shadow + score), and (b) the CRT engine's structure-based SL/TP vs a vanilla fixed SL/TP. This script separates them with a 2x2 counterfactual, all four cells forward-simulated identically (only the varied dimension moves): | vanilla SL/TP (1*ATR / 2*ATR) | CRT structure SL/TP (displacement-anchored) Sele...",MEASURE-ONLY; shadow,,config_layer.production_config; config_layer.config_builder,results/execution_planner_replay/,shadow; CRT; crt,2026-06-03T20:20:08+05:30,
scripts/research/exit_geometry_scan.py,exit_geometry_scan.py,research,"exit_geometry_scan.py — exit-geometry & dynamic-stop decomposition (SEM-019 / SEM-020). Answers the question the profitable-entry oracle program left open: the declared vocabulary carries relative information (conjunctions beat base at a 6-8x excess over a measured permutation null) that never crosses zero. Is that bounded by the EXIT, by COST, or by the size of the information itself?",diagnostic only,,config_layer.production_config,,SEM-019; SEM-020; XAUUSD,2026-08-21T01:51:09+05:30,
scripts/research/feature_formula_coverage_report.py,feature_formula_coverage_report.py,research,feature_formula_coverage_report.py — ontology ↔ test-coverage semantic parity. READ-ONLY research tool. Scans market_ontology.yaml feature entries and reports whether a known test target exists for each.,READ-ONLY; certification; parity,,,,,2026-07-26T01:51:57+05:30,
scripts/research/feature_region_oos_study.py,feature_region_oos_study.py,research,"feature_region_oos_study.py — Part 4A: do CRT feature regions persist out-of-sample? (measure-only) Self-contained OOS harness (the orphaned ForwardTester is bypassed; the broken ReplayMemoryEngine._assign_cluster is NOT used). Reuses discover_zones' own importable functions so test-sample assignment matches exactly how the zones were built (weighted-Euclidean to `center`, seed-deterministic K-Means).",MEASURE-ONLY,,,results/feature_region_oos/; results/feature_region_oos,CRT,2026-06-01T23:57:53+05:30,
scripts/research/gate0_tn_env_feasibility.py,gate0_tn_env_feasibility.py,research,"GATE-0 dual feasibility probe: TradeNet (TN) + EnvelopeNet (ENV). READ-ONLY. No training, no spine wire, no registry/config mutation.",READ-ONLY; probe; diagnostic only,,,,GATE-0; BNBUSDT,2026-07-22T03:39:43+05:30,
scripts/research/gate_measurement_m_gate_01.py,gate_measurement_m_gate_01.py,research,"M-GATE-01 — gate-ON re-measurement of RF-CRT-STRUCTURE (SCOPE measurement only). Context: F-058 (shipped 2026-07-23) made `backtest.engine_gate_enabled` a strict, config-declared key. The ACTIVE config (`v2_multi_2026_04`) sets it `true`.",MEASURE-ONLY; probe,AUTHORITY: NONE,config,,CRT; M-GATE-01; BNBUSDT,2026-08-06T20:45:47+05:30,
scripts/research/gate_o_nonlinear_probe.py,gate_o_nonlinear_probe.py,research,GATE-O nonlinear learnability probes on TN_ENV_CLEAN_L2 (research only). Uses sklearn HistGradientBoosting (+ linear baseline). No production train/promote.,research only,,,,GATE-O,2026-07-22T04:02:22+05:30,
scripts/research/gaussian_rr_scatter.py,gaussian_rr_scatter.py,research,"gaussian_rr_scatter.py — Phase 1: Gaussian ↔ RR Coupling Diagnostic ==================================================================== Loads OHLC data, runs both engines per-bar, and reports correlation, mean comparison, and distribution stats. Does NOT require any audit logs.",,,data,,Phase 1,2026-06-25T19:04:39+05:30,
scripts/research/h_rr_threshold_001.py,h_rr_threshold_001.py,research,h_rr_threshold_001.py — H-RR-THRESHOLD-001 runner (thin CLI). PRE-REGISTERED protocol: docs/research-readiness/h-rr-threshold-001-preregistration.md docs/research-readiness/h-rr-threshold-001-experiment-definition.json Design frozen in the JSON twin — grids are NOT CLI-overridable. Research-only; does not write production config.,frozen; Research-only,,dataclasses; docs/research-readiness/h-rr-threshold-001-preregistration.md; docs/research-readiness/h-rr-threshold-001-experiment-definition.json,,H-RR; h-rr,2026-07-17T01:35:42+05:30,
scripts/research/high_acceptance_activity_conditioning.py,high_acceptance_activity_conditioning.py,research,"high_acceptance_activity_conditioning.py — Phase 3.5 Studies A/B/C: condition on the activity state instead of predicting through it (research, ontology-free). WHY. Study 0.5 showed volatility / volume / candle-geometry are not three predictors but three noisy sensors of one hidden variable (each SOLO reproduces 79-97% of the full model, none is necessary).",READ-ONLY,,config/spine; results/research/high_acceptance/xauusd_m15_activity_conditioning.json,results/research/high_acceptance/xauusd_m15_activity_conditioning.json,Phase 3; phase-1,2026-08-29T16:29:36+05:30,
scripts/research/high_acceptance_gap_policy.py,high_acceptance_gap_policy.py,research,"high_acceptance_gap_policy.py — Phase 3.5 Definition Repair: re-run the phase-1 acceptance kernel under explicit GAP POLICIES (research, ontology-free). WHY. Phase 1 defined acceptance over a forward window [i+1, i+N] as if bar i+1 always follows bar i in a continuous auction.",READ-ONLY,,runs; config/spine,results/research/high_acceptance/xauusd_m15_gap_policy.json,Phase 3; phase-1; Phase 1; XAUUSD,2026-08-29T17:32:59+05:30,
scripts/research/high_acceptance_group_ablation.py,high_acceptance_group_ablation.py,research,"high_acceptance_group_ablation.py — Phase 3.5 Study 0.5: feature-group ablation on the Ridge model (research, ontology-free). QUESTION. Study 0 showed the only thing that survived a denominator swap is the Ridge holdout rank-correlation (+0.251 raw / +0.249 atr_norm / +0.207 stable_norm), while 16 of 22 features are denominator-dependent and the 6 sign-stable ones are all tiny (|rho| <= 0.042).",READ-ONLY,,config/spine,results/research/high_acceptance/xauusd_m15_group_ablation.json,Phase 3; phase-2; phase 3; phase-1,2026-08-29T16:21:33+05:30,
scripts/research/high_acceptance_multivariate_model.py,high_acceptance_multivariate_model.py,research,"high_acceptance_multivariate_model.py — Phase 3: multivariate model over the structural characteristics of high-acceptance candles (research, ontology-free). Phase 2 contrasted one structural characteristic at a time. Several top-ranked ones there (atr_zscore / atr_local / range_to_atr -- all volatility-derived; ret_20 / ret_50 / sma20_slope_5 -- all momentum-derived) could just be echoes of one or two underlying factors rather than independent information.",READ-ONLY,,config/spine,results/research/high_acceptance/xauusd_m15_multivariate_summary.json,Phase 3; Phase 2; phase 2; phase-2,2026-08-29T15:52:11+05:30,
scripts/research/high_acceptance_normalization_control.py,high_acceptance_normalization_control.py,research,"high_acceptance_normalization_control.py — Phase 3.5 Study 0: is the volatility signal real, or a property of the metric's denominator? (research, ontology-free) WHY THIS EXISTS. Phases 2 and 3 all scored against the SAME ATR-normalized target (acceptance_score_atr_norm = (future_min_low - high) / atr).",READ-ONLY,,config/spine,results/research/high_acceptance/xauusd_m15_normalization_control.json,Phase 3; Phases; phase-2; phase-3; phase-1,2026-08-29T16:14:18+05:30,
scripts/research/high_acceptance_regime_stability.py,high_acceptance_regime_stability.py,research,"high_acceptance_regime_stability.py — Phase 3.5 Study 0.6: regime stability + walk-forward decomposition of the surviving rank signal (research, ontology-free). QUESTION. Study 0 left exactly one survivor: a denominator-independent Ridge holdout rank correlation of +0.21..+0.25.",READ-ONLY,,config/spine,results/research/high_acceptance/xauusd_m15_regime_stability.json,Phase 3; phase-2; phase-1,2026-08-29T16:23:36+05:30,
scripts/research/high_acceptance_scan.py,high_acceptance_scan.py,research,"high_acceptance_scan.py — High-Acceptance-Candle Numerical Scan (research / phase 1, ontology-free). Pure numerical time-series study. Ignores CRT/SMC/ontology vocabulary entirely — no sweep, retest, manipulation, accumulation, distribution, displacement, or execution concepts.",READ-ONLY,,data/mt5/XAUUSD_M15.csv; config/spine,results/research/high_acceptance/xauusd_m15.parquet; results/research/high_acceptance/xauusd_m15_candidates.parquet; results/research/high_acceptance/xauusd_m15_summary.json,phase 1; CRT; XAUUSD,2026-08-29T13:32:54+05:30,
scripts/research/high_acceptance_structural_scan.py,high_acceptance_structural_scan.py,research,"high_acceptance_structural_scan.py — Phase 2: structural characteristics of the strongest high-acceptance candles (research, ontology-free). Answers: ""what is numerically different about a candle (and its recent numeric context) when its high strongly survives forward horizon N=500, vs when it gets reclaimed quickly?"" Still governed by the phase-1 framing: purely numerical/statistical, no CRT/SMC/ontology vocabulary attached (no ""swing high,"" ""session,"" ""displacement,"" etc. -- those concepts are approximated here only as generic rolling-window/calendar arithmetic), and no trading-meaning ve...",READ-ONLY,,config/spine,results/research/high_acceptance/xauusd_m15_structural_features.parquet; results/research/high_acceptance/xauusd_m15.parquet; results/research/high_acceptance/xauusd_m15_structural_summary.json,Phase 2; phase-1; CRT,2026-08-29T15:45:10+05:30,
scripts/research/htf_objective_gate_shadow.py,htf_objective_gate_shadow.py,research,"htf_objective_gate_shadow.py — P-HTF-01: attributed OFF-vs-ON ledger for `parent_crt.objective_gate` (Stage 3 / F-078, HTFState + ObjectiveStatus). WHAT THIS IS ------------ Follows the OFF-vs-ON book-comparison pattern of scripts/research/model_shadow_protocol.py (itself generalized from bitnet_shadow_diagnostic.py), but drives the REAL `backtest_v2` CRT ledger instead of `ProductionSpineSource`, because the artifact this measures (`XAUUSD_events.jsonl` / `XAUUSD_crt_telemetry.jsonl` reject-reason attribution) only exists on the backtest ledger, not the research spine adapter. Two arms (OF...",frozen,,config_layer.production_config; data/XAUUSD_M15.csv; data/mt5/XAUUSD_M15.csv,str; results/htfcrt_1month_parent_wired/run_20260816_011239_XAUUSD,Phase-1; CRT,2026-08-16T07:36:02+05:30,
scripts/research/htf_parent_telemetry_extract.py,htf_parent_telemetry_extract.py,research,"htf_parent_telemetry_extract.py — structured HTF/parent-CRT telemetry for the Monthly TradingView <-> Active Production Semantic Comparison Report. WHAT THIS CLOSES ----------------- `ParentCRTFeed.push()` (`src/runtime/parent_crt_feed.py`) computes `.bias` / `.htf_state` / `.objective` on EVERY closed H4 parent, but only logs (`logger.info(...)`) when `self._track.state != prev` — i.e. only on a C1/C2/C3 state transition.",shadow,,data/XAUUSD_M15.csv; docs/current-findings.md:1154,configs/production/; results/monthly_tv_semantic_report; results/htfcrt_1month_parent_wired/run_20260816_011239_XAUUSD,shadow; CRT; XAUUSD,2026-08-16T10:51:46+05:30,
scripts/research/ic002_build_trajectories.py,ic002_build_trajectories.py,research,Build IC-002 trajectories (H-IC002-001). Research only. Usage: python scripts/research/ic002_build_trajectories.py python scripts/research/ic002_build_trajectories.py --N 4 # single N smoke,Research only,,,,IC-002; IC002,2026-07-17T02:32:35+05:30,
scripts/research/ic002_evaluate.py,ic002_evaluate.py,research,Evaluate IC-002 path vs static baseline (H-IC002-001). Research only. Requires prior: python scripts/research/ic002_build_trajectories.py Usage: python scripts/research/ic002_evaluate.py,Research only,,,,IC-002; IC002,2026-07-17T02:32:35+05:30,
scripts/research/ic003_build_shape_library.py,ic003_build_shape_library.py,research,Build IC-003 shape library from IC-002 trajectories (H-IC003-001). Usage: python scripts/research/ic003_build_shape_library.py,,,,,IC-003; IC-002; IC003; ic002,2026-07-17T02:50:12+05:30,
scripts/research/ic003b_build.py,ic003b_build.py,research,Build IC-003B sequence-geometry library (H-IC003B-001). Research only. Usage: python scripts/research/ic003b_build.py # resume by default python scripts/research/ic003b_build.py --resume # skip completed units on disk python scripts/research/ic003b_build.py --fresh # recompute all arms python scripts/research/ic003b_build.py --mark-paused # write PAUSED checkpoint only,Research only,,,,IC-003B; IC003B; ic002,2026-07-17T04:03:03+05:30,
scripts/research/ic003b_derive_information.py,ic003b_derive_information.py,research,Derive NEW descriptive information from the produced IC-003B shape-library data. READ-ONLY over results/research/ic_003b/ + the ic_002 trajectories. Deterministic (seed 42).,READ-ONLY,NO edge claim,results/research/ic_003b/DERIVED_INFORMATION.{json,results/research/ic_003b/; results/research/ic_003b/DERIVED_INFORMATION.{json; results/research/ic_002; results/research/ic_003b,IC-003B; ic_003b; ic_002; IC002; IC003B,2026-07-18T02:41:00+05:30,
scripts/research/ingest_live_outcomes.py,ingest_live_outcomes.py,research,ingest_live_outcomes.py ======================= Pairs live alerts (logs/live_alerts.jsonl) with manually-supplied execution outcomes to produce trainable records suitable for the Pipeline-B Gaussian calibration path. Why --- Live mode never auto-executes — humans place the orders. The system only emits alerts.,,,,,,2026-05-21T11:33:59+05:30,
scripts/research/inspect_old_runs.py,inspect_old_runs.py,research,Inspect older BNBUSDT runs to find parameters that produced more trades.,,,,,BNBUSDT,2026-06-13T03:07:44+05:30,
scripts/research/jse001_crt_context_join.py,jse001_crt_context_join.py,research,"JSE-001: engine_state_asof vs joint-state membership (BNB-only). NOT a CRT claim; CRT Context ≠ engine_state_asof. MeasurementProcess: engine_state_asof Piecewise-constant state from ONE runtime BNBUSDT_events.jsonl (STATE_TRANSITION + RESET -> RANGE), as-of joined to anatomy entry timestamps.",,,,results/run_*_BNBUSDT/BNBUSDT_events.jsonl,L-003; L-003M; JSE-001; CRT,2026-09-08T02:15:35+05:30,
scripts/research/jse002_engine_state_path_geometry.py,jse002_engine_state_path_geometry.py,research,JSE-002: Does engine_state_asof predict path geometry? (BNB-only) Context MeasurementObject = engine_state_asof (SAME join as JSE-001). Do NOT call this CRT.,,,,results/run_*_BNBUSDT/BNBUSDT_events.jsonl,L-003; JSE-002; JSE-001; CRT,2026-09-08T02:14:12+05:30,
scripts/research/jse003_engine_context_history_path_geometry.py,jse003_engine_context_history_path_geometry.py,research,JSE-003: engine_context_history -> path geometry (BNB-only) Predictor family MeasurementObject = engine_context_history (NOT CRT Context). Built from ONE GT-3-clean events run (same as JSE-001/JSE-002 when present). Compares asof-only baseline vs history feature set on peak_bucket / mfe_bucket.,,,,,L-003; JSE-003; JSE-001; JSE-002; CRT,2026-09-08T02:24:37+05:30,
scripts/research/l003h_trail_exit_transition_replay.py,l003h_trail_exit_transition_replay.py,research,L-003H — Candle replay for trail/exit transition events (standalone). Measure-only. Does NOT modify src/.,MEASURE-ONLY,,,,L-003H; BNBUSDT,2026-09-08T00:56:26+05:30,
scripts/research/l003i_trail_baseline_inversion.py,l003i_trail_baseline_inversion.py,research,L-003I baseline direction / base-rate inversion (derive from L-003H JSON) NO src edits; NO commit; measurement-only artifact writer.,MEASURE-ONLY,,,,L-003I; L-003H,2026-09-08T01:04:03+05:30,INTENT_UNSTATED — inferred from CLI/top-comment only
scripts/research/live_path_replay.py,live_path_replay.py,research,"live_path_replay.py — R2: does the backtest edge survive the LIVE ExecutionPlanner + Ultron path? The +20.59%/PF backtest headline was produced by the backtest spine, which sizes via CapitalCurve.position_size() and runs NEITHER ExecutionPlannerV1_2 NOR UltronRiskGate (grep: 0 hits in runtime/backtest_v2.py). Those are LIVE-ONLY (live_engine_hook.py:768-872).",MEASURE-ONLY,,config_layer.production_config; config_layer.config_builder; config_layer.execution_planner,results/live_path_replay/,CRT,2026-06-05T01:41:10+05:30,
scripts/research/m5_mtf_information.py,m5_mtf_information.py,research,"m5_mtf_information.py — Stage-1 information gate for Program 9 (thin CLI). Non-directional: does the M5-BASE conjunction (M5 state + last-closed M15/H1/H4 states) carry information about a forward event (9a vol expansion · 9b range expansion · 9c compression→expansion transition) — and, critically, INCREMENTAL information beyond the M15-base conjunction causally available at the same M5 instant (Gate B, the F-043 within-coarse-cell permutation)? Frozen thresholds + verdict vocabulary (PASS / M15_REDUNDANT / FAIL): docs/research/preregistration-program-9.md (pre-registered BEFORE this driver...",MEASURE-ONLY; Frozen; frozen,AUTHORITY: research/docs,data/binance; data/mt5,results/research/m5_mtf,BNBUSDT; XAUUSD,2026-07-03T03:05:45+05:30,
scripts/research/mc_cpr_l0_residual_harness.py,mc_cpr_l0_residual_harness.py,research,MC-CPR-L0 observe-only residual harness. Contract: configs/research/measurement_contracts/MC-CPR-L0-XAUUSD-M15-UTC-V1.json Prereg: docs/research-readiness/mc-cpr-l0-xauusd-m15-preregistration.md OBSERVE-ONLY: - No EngineRunner / DecisionEngine / Ultron / fusion / risk table mutation - No production config writes - economic_claims_allowed remains false Usage: PYTHONPATH=src python scripts/research/mc_cpr_l0_residual_harness.py \ --csv data/mt5/XAUUSD_M15.csv \ --out-dir results/research/mc_cpr_l0,,,dataclasses; docs/research-readiness/mc-cpr-l0-xauusd-m15-preregistration.md; data/mt5/XAUUSD_M15.csv,results/research/mc_cpr_l0,XAUUSD; xauusd,2026-08-08T04:53:42+05:30,
scripts/research/model_shadow_protocol.py,model_shadow_protocol.py,research,"model_shadow_protocol.py — generalized shadow A/B for an optional model slot. Generalizes scripts/research/bitnet_shadow_diagnostic.py (which stays in place, unchanged, as the frozen BitNet-specific record) into a reusable protocol for ANY earned-only optional slot (target-strategy-architecture.md §13 item7 / §6 — BitNet / any future model must be shadow-measured before ΔG001 authority is even considered, never folded into a threshold search blindly). WHAT THIS IS ------------ The SAME OFF-vs-ON book-level comparison bitnet_shadow_diagnostic.py pioneered (entry sets are NOT nested — a gate ...",frozen; shadow; diagnostic only,,configs/research/research_config_spine_majors.json; configs/research/research_config_spine_bitnet_shadow.json,,Phase-F; shadow; CRT; BNBUSDT,2026-07-29T10:59:27+05:30,
scripts/research/momentum_continuation_bnbusdt.py,momentum_continuation_bnbusdt.py,research,Momentum Continuation Research — BNBUSDT M15 ============================================= PURE RESEARCH. No optimization. No curve-fitting.,,,docs/analysis/bnbusdt_momentum_continuation_report.md; data/BNBUSDT_M15.csv; results/research/momentum_continuation,docs/analysis/bnbusdt_momentum_continuation_report.md; results/research/momentum_continuation,BNBUSDT,2026-09-10T00:43:48+05:30,
scripts/research/opportunity_scanner.py,opportunity_scanner.py,research,"opportunity_scanner.py ====================== Pipeline B (Research) — generates unbiased ground-truth opportunity logs. For every candle past warmup, simulates BOTH a long and a short trade with fixed SL = sl_atr_mult × ATR and TP = tp_atr_mult × ATR. Forward-simulates up to max_forward_candles bars to record TP_HIT / SL_HIT / TIMEOUT outcomes.",,,,,CRT,2026-08-02T08:49:42+05:30,
